log10_x,mertens_30,mertens_100,mertens_1000,threshold_1,threshold_neg1
110.3,0.032577,0.026178,0.022274,1.0,-1.0
110.4,-0.074187,-0.055296,-0.059067,1.0,-1.0
110.5,0.048670,0.043596,0.020150,1.0,-1.0
110.6,-0.063192,-0.065287,-0.081780,1.0,-1.0
110.7,-0.021573,-0.050065,-0.043012,1.0,-1.0
110.8,-0.010117,0.003108,-0.005925,1.0,-1.0
110.9,0.016745,0.006460,0.016038,1.0,-1.0
111.0,-0.022120,0.001114,-0.004215,1.0,-1.0
111.1,0.000145,0.022926,0.025605,1.0,-1.0
111.2,-0.006536,-0.010054,-0.016991,1.0,-1.0
111.3,0.049087,0.069733,0.061716,1.0,-1.0
111.4,0.054006,0.042171,0.053433,1.0,-1.0
111.5,-0.054237,-0.075816,-0.090116,1.0,-1.0
111.6,0.019968,0.034382,0.029535,1.0,-1.0
111.7,-0.040154,-0.054982,-0.062629,1.0,-1.0
111.8,0.031541,0.014910,0.019291,1.0,-1.0
111.9,-0.094453,-0.078319,-0.099954,1.0,-1.0
112.0,-0.013003,-0.034017,-0.044154,1.0,-1.0
112.1,-0.059042,-0.050603,-0.051375,1.0,-1.0
112.2,0.110885,0.106032,0.110298,1.0,-1.0
112.3,0.011223,-0.006364,0.000459,1.0,-1.0
112.4,0.083274,0.096453,0.082215,1.0,-1.0
112.5,-0.009453,0.026464,0.015769,1.0,-1.0
112.6,0.013823,0.028939,0.035815,1.0,-1.0
112.7,-0.006441,-0.019381,-0.043417,1.0,-1.0
112.8,0.008397,-0.003739,0.010400,1.0,-1.0
112.9,-0.112988,-0.128599,-0.145310,1.0,-1.0
113.0,0.004494,-0.006732,-0.029010,1.0,-1.0
113.1,-0.052846,-0.021897,-0.005756,1.0,-1.0
113.2,0.100822,0.068338,0.070272,1.0,-1.0
113.3,-0.018217,-0.022001,-0.013384,1.0,-1.0
113.4,0.023243,0.018395,0.030265,1.0,-1.0
113.5,0.027286,0.042558,0.038884,1.0,-1.0
113.6,0.037097,0.052092,0.026708,1.0,-1.0
113.7,-0.026623,-0.013750,-0.041264,1.0,-1.0
113.8,-0.032638,-0.024991,-0.042902,1.0,-1.0
113.9,-0.054085,-0.043788,-0.029648,1.0,-1.0
114.0,0.063340,0.068388,0.053730,1.0,-1.0
114.1,-0.008357,-0.013095,-0.000347,1.0,-1.0
114.2,-0.006492,0.001150,0.002658,1.0,-1.0
114.3,-0.034837,-0.058964,-0.066393,1.0,-1.0
114.4,-0.027468,-0.028136,-0.011579,1.0,-1.0
114.5,0.051443,0.032121,0.008725,1.0,-1.0
114.6,-0.069016,-0.042046,-0.032808,1.0,-1.0
114.7,-0.002345,0.001850,0.028595,1.0,-1.0
114.8,-0.018636,-0.042435,-0.041025,1.0,-1.0
114.9,0.065006,0.056261,0.071422,1.0,-1.0
115.0,-0.006060,-0.000606,-0.022636,1.0,-1.0
115.1,0.057731,0.068922,0.080165,1.0,-1.0
115.2,-0.020305,-0.040403,-0.049254,1.0,-1.0
115.3,0.085457,0.122952,0.143294,1.0,-1.0
115.4,-0.095499,-0.127932,-0.108355,1.0,-1.0
115.5,-0.011387,0.002757,0.005316,1.0,-1.0
115.6,-0.018302,-0.022862,-0.032703,1.0,-1.0
115.7,0.068143,0.054677,0.051580,1.0,-1.0
115.8,-0.001004,-0.013789,-0.009444,1.0,-1.0
115.9,0.040895,0.018074,0.004068,1.0,-1.0
116.0,-0.071065,-0.089323,-0.090687,1.0,-1.0
116.1,0.101260,0.131882,0.151366,1.0,-1.0
116.2,-0.031984,-0.002287,0.018998,1.0,-1.0
116.3,-0.033647,-0.043195,-0.062833,1.0,-1.0
116.4,-0.073762,-0.072563,-0.057650,1.0,-1.0
116.5,-0.071054,-0.055244,-0.084594,1.0,-1.0
116.6,0.049991,0.045090,0.065683,1.0,-1.0
116.7,-0.014243,0.002827,-0.007909,1.0,-1.0
116.8,-0.038239,-0.018633,-0.005470,1.0,-1.0
116.9,0.042061,0.033127,0.030967,1.0,-1.0
117.0,0.070581,0.083650,0.070444,1.0,-1.0
117.1,0.028465,0.007382,0.004722,1.0,-1.0
117.2,0.002768,-0.033843,-0.043927,1.0,-1.0
117.3,-0.081364,-0.077625,-0.069556,1.0,-1.0
117.4,0.120930,0.095497,0.065887,1.0,-1.0
117.5,-0.007773,-0.003735,-0.002461,1.0,-1.0
117.6,0.026487,0.028250,0.041602,1.0,-1.0
117.7,-0.133335,-0.094651,-0.053978,1.0,-1.0
117.8,0.000073,0.028094,0.051249,1.0,-1.0
117.9,-0.010544,0.001880,0.002080,1.0,-1.0
118.0,0.036923,0.025942,0.033648,1.0,-1.0
118.1,-0.091567,-0.095586,-0.081427,1.0,-1.0
118.2,0.003156,-0.009730,-0.007448,1.0,-1.0
118.3,0.028224,0.051115,0.089751,1.0,-1.0
118.4,0.119606,0.096749,0.107748,1.0,-1.0
118.5,0.004989,0.023443,0.008680,1.0,-1.0
118.6,0.059159,0.027180,0.021460,1.0,-1.0
118.7,0.009071,-0.000613,-0.006372,1.0,-1.0
118.8,0.020768,-0.006658,-0.017802,1.0,-1.0
118.9,-0.099580,-0.085222,-0.071734,1.0,-1.0
119.0,-0.043190,-0.070293,-0.101156,1.0,-1.0
119.1,-0.032785,-0.021649,-0.002568,1.0,-1.0
119.2,0.018291,0.030129,0.025042,1.0,-1.0
119.3,-0.048246,-0.001306,-0.003913,1.0,-1.0
119.4,-0.025325,-0.038396,-0.049284,1.0,-1.0
119.5,0.025966,0.054833,0.024457,1.0,-1.0
119.6,0.042200,0.059831,0.062609,1.0,-1.0
119.7,0.018651,0.013745,0.037260,1.0,-1.0
119.8,-0.014851,-0.033607,-0.041354,1.0,-1.0
119.9,-0.021427,-0.073359,-0.046257,1.0,-1.0
120.0,0.018497,0.013149,0.008367,1.0,-1.0
120.1,0.024784,0.038642,0.032375,1.0,-1.0
120.2,-0.047594,-0.066107,-0.034151,1.0,-1.0
120.3,0.048421,0.025501,0.019851,1.0,-1.0
120.4,-0.026923,-0.023725,-0.023626,1.0,-1.0
120.5,0.081575,0.083350,0.060531,1.0,-1.0
120.6,-0.083999,-0.082088,-0.109480,1.0,-1.0
120.7,0.018176,0.043349,0.025448,1.0,-1.0
120.8,-0.002561,-0.007374,-0.025117,1.0,-1.0
120.9,0.110176,0.118721,0.119971,1.0,-1.0
121.0,-0.003609,-0.007131,-0.022564,1.0,-1.0
121.1,-0.018607,0.006821,0.009946,1.0,-1.0
121.2,-0.081660,-0.079190,-0.119332,1.0,-1.0
121.3,0.003983,0.038718,0.049962,1.0,-1.0
121.4,0.000415,-0.020437,-0.021087,1.0,-1.0
121.5,0.000438,0.023802,-0.001800,1.0,-1.0
121.6,-0.119124,-0.132640,-0.122762,1.0,-1.0
121.7,-0.007162,-0.014494,-0.008733,1.0,-1.0
121.8,0.057255,0.030543,0.023427,1.0,-1.0
121.9,0.100586,0.077045,0.077105,1.0,-1.0
122.0,0.054916,0.065675,0.043457,1.0,-1.0
122.1,-0.056053,-0.049467,-0.040403,1.0,-1.0
122.2,0.029421,0.036703,0.047567,1.0,-1.0
122.3,-0.014185,0.009121,0.028651,1.0,-1.0
122.4,-0.062472,-0.049434,-0.066874,1.0,-1.0
122.5,-0.055406,-0.023360,-0.035159,1.0,-1.0
122.6,-0.035043,-0.030986,-0.010715,1.0,-1.0
122.7,0.028540,0.028051,0.004271,1.0,-1.0
122.8,0.059082,0.034291,0.023671,1.0,-1.0
122.9,-0.042484,-0.059459,-0.064388,1.0,-1.0
123.0,0.060575,0.017852,0.018132,1.0,-1.0
123.1,0.012480,0.006537,0.002921,1.0,-1.0
123.2,0.090938,0.085075,0.092921,1.0,-1.0
123.3,-0.065274,-0.072441,-0.075367,1.0,-1.0
123.4,-0.010333,-0.027958,-0.008522,1.0,-1.0
123.5,-0.089241,-0.075145,-0.088894,1.0,-1.0
123.6,0.117502,0.138350,0.123245,1.0,-1.0
123.7,-0.063909,-0.072032,-0.062164,1.0,-1.0
123.8,0.063482,0.046150,0.062730,1.0,-1.0
123.9,-0.072672,-0.076514,-0.040589,1.0,-1.0
124.0,0.043733,0.037343,0.046541,1.0,-1.0
124.1,-0.063552,-0.037682,-0.043337,1.0,-1.0
124.2,0.027011,0.026437,0.022054,1.0,-1.0
124.3,-0.021284,0.001892,-0.008056,1.0,-1.0
124.4,0.103135,0.097209,0.108137,1.0,-1.0
124.5,-0.039219,-0.038158,-0.037324,1.0,-1.0
124.6,0.000511,-0.009653,-0.034535,1.0,-1.0
124.7,-0.050843,-0.032640,-0.045703,1.0,-1.0
124.8,0.021885,0.018549,0.009179,1.0,-1.0
124.9,0.046648,0.059805,0.056538,1.0,-1.0
125.0,-0.119539,-0.138366,-0.153914,1.0,-1.0
125.1,-0.075940,-0.057701,-0.070453,1.0,-1.0
125.2,-0.066639,-0.058949,-0.040971,1.0,-1.0
125.3,0.134341,0.141285,0.167957,1.0,-1.0
125.4,0.081944,0.103740,0.076981,1.0,-1.0
125.5,-0.005306,-0.023592,-0.025984,1.0,-1.0
125.6,0.001963,-0.015929,-0.018422,1.0,-1.0
125.7,0.097841,0.118555,0.110162,1.0,-1.0
125.8,0.017345,0.028631,0.037855,1.0,-1.0
125.9,0.005081,0.000040,0.024336,1.0,-1.0
126.0,-0.138079,-0.134240,-0.121221,1.0,-1.0
126.1,0.052085,0.017660,0.025955,1.0,-1.0
126.2,0.006027,-0.007241,-0.002425,1.0,-1.0
126.3,-0.017318,-0.009611,-0.010225,1.0,-1.0
126.4,-0.093218,-0.101142,-0.122291,1.0,-1.0
126.5,0.014904,0.023680,0.005516,1.0,-1.0
126.6,0.039289,0.044286,0.041441,1.0,-1.0
126.7,0.081213,0.095810,0.108262,1.0,-1.0
126.8,-0.121557,-0.117071,-0.132580,1.0,-1.0
126.9,-0.029695,-0.041838,-0.042571,1.0,-1.0
127.0,0.023827,0.003783,-0.006370,1.0,-1.0
127.1,0.110036,0.088375,0.088314,1.0,-1.0
127.2,-0.001172,0.013457,0.003317,1.0,-1.0
127.3,-0.005337,-0.017126,-0.011842,1.0,-1.0
127.4,-0.059604,-0.077499,-0.086022,1.0,-1.0
127.5,0.034184,0.035028,0.042661,1.0,-1.0
127.6,-0.039187,-0.031515,-0.009531,1.0,-1.0
127.7,-0.025716,-0.020579,-0.019709,1.0,-1.0
127.8,0.034792,0.048838,0.077673,1.0,-1.0
127.9,-0.039003,-0.032810,-0.046421,1.0,-1.0
128.0,0.028718,0.041881,0.037947,1.0,-1.0
128.1,-0.030010,-0.036855,-0.026007,1.0,-1.0
128.2,0.059551,0.066735,0.025872,1.0,-1.0
128.3,0.027331,0.018547,-0.014158,1.0,-1.0
128.4,0.019635,0.013572,0.055478,1.0,-1.0
128.5,-0.094956,-0.088460,-0.051615,1.0,-1.0
128.6,-0.004583,-0.021995,-0.028430,1.0,-1.0
128.7,-0.035713,-0.035339,-0.029828,1.0,-1.0
128.8,0.127784,0.139367,0.130894,1.0,-1.0
128.9,-0.034832,-0.029182,-0.033636,1.0,-1.0
129.0,0.056655,0.047520,0.009089,1.0,-1.0
129.1,-0.053461,-0.050746,-0.042985,1.0,-1.0
129.2,0.106511,0.106252,0.120280,1.0,-1.0
129.3,-0.050951,-0.035374,-0.015145,1.0,-1.0
129.4,0.008088,0.034957,0.025543,1.0,-1.0
129.5,-0.084723,-0.085688,-0.098580,1.0,-1.0
129.6,0.033128,0.048546,0.058853,1.0,-1.0
129.7,-0.064662,-0.054013,-0.064524,1.0,-1.0
129.8,-0.007935,-0.025109,-0.038555,1.0,-1.0
129.9,-0.115986,-0.125179,-0.147734,1.0,-1.0
130.0,0.070966,0.089853,0.069061,1.0,-1.0
130.1,0.010476,-0.014612,-0.000965,1.0,-1.0
130.2,0.068312,0.064182,0.048642,1.0,-1.0
130.3,-0.081992,-0.082706,-0.081555,1.0,-1.0
130.4,0.020534,0.014752,0.026110,1.0,-1.0
130.5,0.094613,0.107439,0.134227,1.0,-1.0
130.6,0.121856,0.088317,0.097858,1.0,-1.0
130.7,0.006216,-0.004905,0.002076,1.0,-1.0
130.8,-0.108172,-0.100485,-0.108174,1.0,-1.0
130.9,-0.038296,-0.053795,-0.061556,1.0,-1.0
131.0,-0.015616,-0.005142,-0.008565,1.0,-1.0
131.1,0.004983,0.013170,0.001768,1.0,-1.0
131.2,-0.049245,-0.042880,-0.028244,1.0,-1.0
131.3,-0.024445,-0.044961,-0.067486,1.0,-1.0
131.4,0.002471,-0.017198,-0.017941,1.0,-1.0
131.5,0.108189,0.111486,0.120913,1.0,-1.0
131.6,0.008652,0.015892,0.018179,1.0,-1.0
131.7,0.078346,0.093150,0.078676,1.0,-1.0
131.8,-0.056056,-0.070949,-0.074401,1.0,-1.0
131.9,0.034414,0.030752,-0.000088,1.0,-1.0
132.0,-0.090841,-0.089572,-0.071686,1.0,-1.0
132.1,-0.037120,-0.053690,-0.057517,1.0,-1.0
132.2,-0.069951,-0.075578,-0.082103,1.0,-1.0
132.3,0.083195,0.093750,0.076043,1.0,-1.0
132.4,-0.014084,-0.003574,0.000039,1.0,-1.0
132.5,0.020692,0.062866,0.078581,1.0,-1.0
132.6,-0.041820,-0.023217,0.015506,1.0,-1.0
132.7,0.049163,0.061110,0.071319,1.0,-1.0
132.8,0.013090,0.022747,0.019035,1.0,-1.0
132.9,0.027655,0.010853,0.022176,1.0,-1.0
133.0,-0.061174,-0.058015,-0.039211,1.0,-1.0
133.1,0.032170,0.022738,0.021699,1.0,-1.0
133.2,-0.011892,0.008967,0.002471,1.0,-1.0
133.3,-0.016535,-0.022765,-0.019220,1.0,-1.0
133.4,0.012338,0.012941,-0.000666,1.0,-1.0
133.5,-0.038164,-0.048294,-0.051086,1.0,-1.0
133.6,0.084116,0.110681,0.100016,1.0,-1.0
133.7,-0.076418,-0.086861,-0.088890,1.0,-1.0
133.8,-0.036830,-0.064286,-0.072348,1.0,-1.0
133.9,-0.006502,-0.024192,-0.038571,1.0,-1.0
134.0,0.161383,0.134911,0.137355,1.0,-1.0
134.1,0.052166,0.054802,0.024895,1.0,-1.0
134.2,0.000218,0.025176,0.033518,1.0,-1.0
134.3,-0.131148,-0.132003,-0.118687,1.0,-1.0
134.4,0.075404,0.074691,0.077732,1.0,-1.0
134.5,-0.013326,-0.007478,-0.003116,1.0,-1.0
134.6,-0.009998,-0.022945,-0.017718,1.0,-1.0
134.7,-0.151948,-0.139229,-0.148480,1.0,-1.0
134.8,0.011545,-0.000236,0.019362,1.0,-1.0
134.9,0.005730,-0.024658,-0.002432,1.0,-1.0
135.0,0.091442,0.072733,0.048278,1.0,-1.0
135.1,-0.032761,-0.013303,-0.003410,1.0,-1.0
135.2,0.033200,0.010890,0.017313,1.0,-1.0
135.3,0.000806,0.027070,0.031178,1.0,-1.0
135.4,0.023344,0.041763,0.052807,1.0,-1.0
135.5,-0.100017,-0.099930,-0.114528,1.0,-1.0
135.6,-0.011208,-0.023224,-0.046813,1.0,-1.0
135.7,-0.026095,-0.017173,-0.016922,1.0,-1.0
135.8,0.123344,0.111811,0.116671,1.0,-1.0
135.9,-0.040340,-0.014646,-0.028115,1.0,-1.0
136.0,0.039091,0.038734,0.059802,1.0,-1.0
136.1,-0.020741,-0.015172,-0.027898,1.0,-1.0
136.2,0.076176,0.086383,0.085143,1.0,-1.0
136.3,0.012306,0.014716,0.008011,1.0,-1.0
136.4,-0.024066,-0.015507,-0.009669,1.0,-1.0
136.5,-0.019722,-0.018520,-0.028002,1.0,-1.0
136.6,-0.038991,-0.053351,-0.056969,1.0,-1.0
136.7,-0.004756,-0.008962,0.004925,1.0,-1.0
136.8,0.002278,-0.011272,-0.009005,1.0,-1.0
136.9,0.009295,0.031003,0.052919,1.0,-1.0
137.0,-0.021555,-0.021429,0.000122,1.0,-1.0
137.1,0.004818,-0.012022,-0.006367,1.0,-1.0
137.2,-0.100393,-0.102331,-0.133620,1.0,-1.0
137.3,0.056311,0.059313,0.035292,1.0,-1.0
137.4,-0.013016,0.004747,0.000242,1.0,-1.0
137.5,0.132232,0.144025,0.132930,1.0,-1.0
137.6,-0.017108,0.004836,-0.006067,1.0,-1.0
137.7,-0.004381,-0.011830,-0.028551,1.0,-1.0
137.8,-0.021799,-0.047132,-0.042404,1.0,-1.0
137.9,0.069473,0.071020,0.070935,1.0,-1.0
138.0,-0.040984,-0.082157,-0.109537,1.0,-1.0
138.1,-0.057070,-0.053193,-0.059337,1.0,-1.0
138.2,-0.098159,-0.074510,-0.061019,1.0,-1.0
138.3,-0.026405,-0.030706,-0.023417,1.0,-1.0
138.4,0.035879,0.036256,0.041578,1.0,-1.0
138.5,0.003390,0.002186,-0.014836,1.0,-1.0
138.6,0.016213,-0.005318,-0.027404,1.0,-1.0
138.7,0.058575,0.072424,0.070380,1.0,-1.0
138.8,0.030223,0.027862,0.017879,1.0,-1.0
138.9,0.048517,0.044488,0.044967,1.0,-1.0
139.0,-0.007773,-0.017538,-0.025503,1.0,-1.0
139.1,-0.023109,-0.009090,-0.017446,1.0,-1.0
139.2,0.088673,0.078860,0.107213,1.0,-1.0
139.3,-0.027966,-0.020085,-0.014002,1.0,-1.0
139.4,-0.006528,-0.008765,-0.008033,1.0,-1.0
139.5,-0.095804,-0.121458,-0.138668,1.0,-1.0
139.6,-0.009292,-0.013222,-0.008451,1.0,-1.0
139.7,0.000478,0.006167,0.048084,1.0,-1.0
139.8,0.020774,0.024870,0.041328,1.0,-1.0
139.9,-0.076459,-0.055334,-0.049235,1.0,-1.0
140.0,0.032416,0.034555,0.042277,1.0,-1.0
140.1,-0.054170,-0.048752,-0.047223,1.0,-1.0
140.2,0.140621,0.125445,0.109419,1.0,-1.0
140.3,-0.039014,-0.035042,-0.041728,1.0,-1.0
140.4,0.054888,0.087782,0.085237,1.0,-1.0
140.5,-0.117741,-0.117149,-0.116651,1.0,-1.0
140.6,0.033209,0.048434,0.013747,1.0,-1.0
140.7,-0.055228,-0.033533,-0.037725,1.0,-1.0
140.8,0.028249,0.027104,0.041181,1.0,-1.0
140.9,-0.021938,-0.043902,-0.057527,1.0,-1.0
141.0,0.082909,0.063140,0.069371,1.0,-1.0
141.1,0.007870,-0.002335,-0.011958,1.0,-1.0
141.2,0.030772,0.041704,0.047371,1.0,-1.0
141.3,-0.013205,-0.022123,0.000269,1.0,-1.0
141.4,0.043510,0.023452,0.015475,1.0,-1.0
141.5,-0.007175,0.022155,0.018510,1.0,-1.0
141.6,-0.065278,-0.030301,-0.016353,1.0,-1.0
141.7,-0.068979,-0.068853,-0.039978,1.0,-1.0
141.8,-0.001248,-0.030232,-0.026758,1.0,-1.0
141.9,0.044386,0.053622,0.069648,1.0,-1.0
142.0,0.010123,-0.007173,-0.000644,1.0,-1.0
142.1,0.011730,0.002495,-0.009486,1.0,-1.0
142.2,-0.017333,-0.027746,-0.020433,1.0,-1.0
142.3,0.074835,0.045067,0.026665,1.0,-1.0
142.4,-0.016545,-0.036785,-0.006964,1.0,-1.0
142.5,-0.031344,-0.023526,-0.052598,1.0,-1.0
142.6,-0.001153,-0.003343,-0.026006,1.0,-1.0
142.7,0.044936,0.084183,0.063584,1.0,-1.0
142.8,0.001443,0.011808,-0.013439,1.0,-1.0
142.9,-0.064864,-0.084375,-0.083181,1.0,-1.0
143.0,-0.099356,-0.102741,-0.114810,1.0,-1.0
143.1,0.073635,0.090026,0.088457,1.0,-1.0
143.2,-0.009977,-0.003427,-0.003208,1.0,-1.0
143.3,-0.011418,-0.013939,-0.002829,1.0,-1.0
143.4,-0.087547,-0.095912,-0.091579,1.0,-1.0
143.5,0.064970,0.063389,0.075482,1.0,-1.0
143.6,0.087771,0.111457,0.096298,1.0,-1.0
143.7,0.087151,0.065459,0.063813,1.0,-1.0
143.8,-0.028520,-0.010719,-0.008939,1.0,-1.0
143.9,-0.032850,-0.039792,-0.059598,1.0,-1.0
144.0,-0.007637,0.010866,-0.022610,1.0,-1.0
144.1,-0.013483,-0.022386,-0.044810,1.0,-1.0
144.2,-0.064120,-0.063730,-0.067213,1.0,-1.0
144.3,-0.031575,-0.004661,-0.040199,1.0,-1.0
144.4,0.009442,0.019885,0.021842,1.0,-1.0
144.5,0.083952,0.052713,0.035801,1.0,-1.0
144.6,0.049594,0.043840,0.045158,1.0,-1.0
144.7,-0.029379,-0.021201,-0.035746,1.0,-1.0
144.8,0.095562,0.105152,0.087086,1.0,-1.0
144.9,-0.024908,-0.054525,-0.062297,1.0,-1.0
145.0,0.017738,0.001174,0.000452,1.0,-1.0
145.1,-0.141718,-0.143820,-0.152190,1.0,-1.0
145.2,-0.041550,-0.033525,-0.020771,1.0,-1.0
145.3,-0.034649,-0.029768,-0.022282,1.0,-1.0
145.4,0.059525,0.064615,0.057335,1.0,-1.0
145.5,-0.072148,-0.073341,-0.069567,1.0,-1.0
145.6,0.059534,0.078764,0.078913,1.0,-1.0
145.7,-0.058711,-0.066218,-0.092939,1.0,-1.0
145.8,0.117577,0.152127,0.172125,1.0,-1.0
145.9,-0.056774,-0.056323,-0.057648,1.0,-1.0
146.0,0.057145,0.035769,0.048703,1.0,-1.0
146.1,-0.035427,-0.068706,-0.070937,1.0,-1.0
146.2,0.119133,0.117536,0.110694,1.0,-1.0
146.3,-0.068788,-0.081942,-0.113435,1.0,-1.0
146.4,0.032694,0.041496,0.042785,1.0,-1.0
146.5,-0.053292,-0.050884,-0.045741,1.0,-1.0
146.6,0.076832,0.076861,0.087293,1.0,-1.0
146.7,-0.057195,-0.058818,-0.050198,1.0,-1.0
146.8,-0.082044,-0.074334,-0.087601,1.0,-1.0
146.9,-0.048306,-0.043859,-0.047698,1.0,-1.0
147.0,0.054021,0.083827,0.066059,1.0,-1.0
147.1,0.057758,0.050333,0.064638,1.0,-1.0
147.2,0.025297,0.025818,0.029518,1.0,-1.0
147.3,-0.030899,-0.025496,-0.038754,1.0,-1.0
147.4,0.033156,0.038922,0.066573,1.0,-1.0
147.5,0.037978,0.030837,0.019459,1.0,-1.0
147.6,-0.021113,-0.042410,-0.062593,1.0,-1.0
147.7,-0.010409,-0.033700,-0.031170,1.0,-1.0
147.8,-0.102933,-0.120978,-0.113718,1.0,-1.0
147.9,0.068896,0.058748,0.066665,1.0,-1.0
148.0,-0.012759,-0.034706,-0.033775,1.0,-1.0
148.1,0.004699,0.018763,-0.001706,1.0,-1.0
148.2,-0.012657,0.009095,0.037540,1.0,-1.0
148.3,0.000693,0.038933,0.046107,1.0,-1.0
148.4,0.024494,0.054274,0.043924,1.0,-1.0
148.5,0.005134,0.017305,0.027861,1.0,-1.0
148.6,-0.115089,-0.085680,-0.072633,1.0,-1.0
148.7,0.039484,0.024976,0.027491,1.0,-1.0
148.8,-0.031826,-0.046811,-0.050968,1.0,-1.0
148.9,0.095932,0.058249,0.062993,1.0,-1.0
149.0,-0.021193,-0.026405,-0.005544,1.0,-1.0
149.1,-0.024220,-0.048593,-0.045365,1.0,-1.0
149.2,-0.008697,0.003081,-0.004562,1.0,-1.0
149.3,0.099946,0.104852,0.100981,1.0,-1.0
149.4,0.007258,0.038920,0.042735,1.0,-1.0
149.5,0.013885,-0.010959,-0.015903,1.0,-1.0
149.6,-0.047371,-0.029681,-0.050839,1.0,-1.0
149.7,0.047179,0.030840,0.024938,1.0,-1.0
149.8,0.056865,0.078481,0.075718,1.0,-1.0
149.9,-0.054062,-0.061136,-0.049787,1.0,-1.0
150.0,-0.037131,-0.047229,-0.037481,1.0,-1.0
150.1,-0.043984,-0.033389,-0.017594,1.0,-1.0
150.2,-0.023124,-0.018709,-0.033862,1.0,-1.0
150.3,-0.080937,-0.099964,-0.083427,1.0,-1.0
150.4,-0.002208,0.001403,0.011286,1.0,-1.0
150.5,-0.019996,-0.016560,-0.005835,1.0,-1.0
150.6,0.147106,0.114368,0.119484,1.0,-1.0
150.7,-0.049029,-0.053949,-0.054539,1.0,-1.0
150.8,0.069468,0.057908,0.078387,1.0,-1.0
150.9,-0.037627,-0.010212,0.005064,1.0,-1.0
151.0,0.104715,0.116275,0.116305,1.0,-1.0
151.1,-0.034975,-0.037676,-0.059780,1.0,-1.0
151.2,-0.045175,-0.055574,-0.061636,1.0,-1.0
151.3,-0.097087,-0.105406,-0.113091,1.0,-1.0
151.4,0.061314,0.075849,0.079193,1.0,-1.0
151.5,-0.021586,-0.019284,-0.035698,1.0,-1.0
151.6,0.027496,0.048874,0.047156,1.0,-1.0
151.7,-0.104053,-0.096460,-0.122842,1.0,-1.0
151.8,0.115182,0.112862,0.125172,1.0,-1.0
151.9,-0.009674,-0.019493,-0.029384,1.0,-1.0
152.0,0.049091,0.035530,0.063310,1.0,-1.0
152.1,-0.080577,-0.099800,-0.085693,1.0,-1.0
152.2,0.073705,0.093687,0.094248,1.0,-1.0
152.3,0.047043,0.051509,0.037679,1.0,-1.0
152.4,0.067135,0.076964,0.074325,1.0,-1.0
152.5,-0.131693,-0.151641,-0.157610,1.0,-1.0
152.6,-0.023090,0.002037,-0.006603,1.0,-1.0
152.7,-0.044050,-0.031247,-0.032230,1.0,-1.0
152.8,0.088460,0.085003,0.089789,1.0,-1.0
152.9,-0.072263,-0.098196,-0.077672,1.0,-1.0
153.0,-0.060984,-0.078544,-0.073228,1.0,-1.0
153.1,0.008011,0.001594,0.005873,1.0,-1.0
153.2,0.117601,0.142138,0.145039,1.0,-1.0
153.3,0.089697,0.085618,0.066520,1.0,-1.0
153.4,-0.075225,-0.089834,-0.079850,1.0,-1.0
153.5,-0.010334,-0.004100,-0.015063,1.0,-1.0
153.6,-0.065611,-0.059774,-0.070398,1.0,-1.0
153.7,0.031494,0.048376,0.032134,1.0,-1.0
153.8,-0.116202,-0.115131,-0.105149,1.0,-1.0
153.9,-0.011424,0.018215,0.018125,1.0,-1.0
154.0,-0.000138,-0.021456,0.011874,1.0,-1.0
154.1,0.107714,0.135014,0.130625,1.0,-1.0
154.2,-0.008936,-0.041840,-0.014466,1.0,-1.0
154.3,0.068640,0.073799,0.071790,1.0,-1.0
154.4,-0.008949,-0.020088,-0.037086,1.0,-1.0
154.5,0.091680,0.081733,0.067622,1.0,-1.0
154.6,-0.039067,-0.052825,-0.065103,1.0,-1.0
154.7,-0.053654,-0.032784,-0.011716,1.0,-1.0
154.8,-0.049673,-0.036737,-0.033419,1.0,-1.0
154.9,0.040921,0.016997,0.012433,1.0,-1.0
155.0,0.000146,0.007471,0.011160,1.0,-1.0
155.1,-0.007565,-0.023013,-0.016980,1.0,-1.0
155.2,-0.007343,-0.019351,-0.035992,1.0,-1.0
155.3,0.001577,-0.005794,-0.035743,1.0,-1.0
155.4,0.020080,0.030579,0.047722,1.0,-1.0
155.5,-0.072153,-0.046752,-0.050821,1.0,-1.0
155.6,0.001848,0.014080,0.023172,1.0,-1.0
155.7,0.042345,0.021611,0.003113,1.0,-1.0
155.8,0.004330,0.009407,-0.001519,1.0,-1.0
155.9,-0.014566,-0.008212,-0.005231,1.0,-1.0
156.0,-0.029190,-0.048558,-0.042511,1.0,-1.0
156.1,-0.032846,-0.057858,-0.059547,1.0,-1.0
156.2,0.101268,0.098282,0.074784,1.0,-1.0
156.3,-0.069882,-0.058834,-0.067091,1.0,-1.0
156.4,0.017503,0.016201,0.028655,1.0,-1.0
156.5,-0.094901,-0.103066,-0.108206,1.0,-1.0
156.6,0.091706,0.111280,0.098140,1.0,-1.0
156.7,0.077673,0.092127,0.071618,1.0,-1.0
156.8,0.079830,0.105321,0.100761,1.0,-1.0
156.9,-0.090965,-0.087386,-0.069544,1.0,-1.0
157.0,0.016493,0.025369,0.044632,1.0,-1.0
157.1,-0.072765,-0.065464,-0.103310,1.0,-1.0
157.2,0.071051,0.064209,0.034486,1.0,-1.0
157.3,-0.130963,-0.124789,-0.105926,1.0,-1.0
157.4,-0.001305,0.011860,0.011066,1.0,-1.0
