log10_x,total,wave_1_gamma_14.1,wave_2_gamma_21.0,wave_3_gamma_25.0,wave_4_gamma_30.4,wave_5_gamma_32.9,wave_6_gamma_37.6,wave_7_gamma_40.9,wave_8_gamma_43.3,wave_9_gamma_48.0,wave_10_gamma_49.8
8.230,-0.010873,-0.036485,0.016721,0.009591,-0.019672,0.015500,0.011761,0.007248,-0.011865,-0.011453,0.007780
8.240,-0.063944,-0.044675,0.003053,-0.004384,-0.013844,0.004899,-0.000088,-0.005514,-0.011311,-0.002742,0.010663
8.250,-0.102331,-0.048176,-0.011316,-0.016945,-0.001495,-0.008388,-0.011875,-0.013733,-0.000403,0.008991,0.001008
8.260,-0.113352,-0.046617,-0.023086,-0.024040,0.011558,-0.017077,-0.015309,-0.010637,0.010875,0.010813,-0.009833
8.270,-0.093285,-0.040165,-0.029550,-0.023379,0.019167,-0.016407,-0.007975,0.001224,0.012197,0.000715,-0.009111
8.280,-0.051343,-0.029495,-0.029226,-0.015177,0.017747,-0.006745,0.004969,0.012076,0.002354,-0.010172,0.002324
8.290,-0.006478,-0.015728,-0.022186,-0.002079,0.007968,0.006614,0.014417,0.012978,-0.009644,-0.009845,0.011027
8.300,0.024309,-0.000310,-0.010048,0.011690,-0.005564,0.016348,0.013725,0.003186,-0.012813,0.001335,0.006763
8.310,0.037355,0.015140,0.004398,0.021688,-0.016476,0.017122,0.003378,-0.009231,-0.004253,0.011043,-0.005453
8.320,0.042544,0.029001,0.017833,0.024689,-0.019626,0.008512,-0.009345,-0.014042,0.008201,0.008578,-0.011257
8.330,0.051623,0.039817,0.027172,0.019726,-0.013532,-0.004763,-0.015494,-0.007283,0.013147,-0.003343,-0.003824
8.340,0.065945,0.046453,0.030267,0.008400,-0.001064,-0.015428,-0.010745,0.005477,0.006058,-0.011579,0.008106
8.350,0.075414,0.048211,0.026408,-0.005636,0.011905,-0.017637,0.001563,0.013724,-0.006577,-0.007050,0.010504
8.360,0.068665,0.044907,0.016481,-0.017854,0.019267,-0.010180,0.012771,0.010663,-0.013191,0.005250,0.000551
8.370,0.043547,0.036888,0.002767,-0.024313,0.017553,0.002856,0.014996,-0.001184,-0.007730,0.011763,-0.010050
8.380,0.008285,0.024996,-0.011582,-0.022928,0.007571,0.014327,0.006673,-0.012055,0.004807,0.005308,-0.008833
8.390,-0.025590,0.010480,-0.023270,-0.014147,-0.005977,0.017946,-0.006344,-0.012994,0.012944,-0.006998,0.002771
8.400,-0.049899,-0.005137,-0.029612,-0.000802,-0.016710,0.011729,-0.014899,-0.003226,0.009231,-0.011590,0.011116
8.410,-0.060770,-0.020214,-0.029149,0.012801,-0.019572,-0.000916,-0.012973,0.009200,-0.002932,-0.003405,0.006391
8.420,-0.056762,-0.033169,-0.021990,0.022275,-0.013215,-0.013059,-0.001922,0.014046,-0.012411,0.008533,-0.005850
8.430,-0.039409,-0.042641,-0.009778,0.024563,-0.000633,-0.018045,0.010481,0.007318,-0.010529,0.011065,-0.011211
8.440,-0.015848,-0.047637,0.004681,0.018927,0.012247,-0.013141,0.015512,-0.005439,0.000992,0.001399,-0.003390
8.450,0.002073,-0.047630,0.018064,0.007186,0.019358,-0.001035,0.009631,-0.013715,0.011605,-0.009809,0.008418
8.460,0.004793,-0.042623,0.027297,-0.006874,0.017351,0.011639,-0.003024,-0.010690,0.011594,-0.010204,0.010327
8.470,-0.007192,-0.033140,0.030258,-0.018716,0.007171,0.017933,-0.013552,0.001143,0.000970,0.000650,0.000093
8.480,-0.022940,-0.020178,0.026266,-0.024521,-0.006387,0.014399,-0.014547,0.012034,-0.010542,0.010787,-0.010251
8.490,-0.029447,-0.005097,0.016240,-0.022415,-0.016936,0.002973,-0.005310,0.013010,-0.012404,0.009033,-0.008540
8.500,-0.021117,0.010519,0.002482,-0.013079,-0.019508,-0.010082,0.007662,0.003266,-0.002910,-0.002679,0.003212
8.510,-0.001768,0.025030,-0.011846,0.000477,-0.012891,-0.017612,0.015245,-0.009169,0.009247,-0.011438,0.011188
8.520,0.021064,0.036914,-0.023452,0.013879,-0.000201,-0.015489,0.012104,-0.014049,0.012940,-0.007588,0.006008
8.530,0.042033,0.044921,-0.029670,0.022803,0.012583,-0.004877,0.000449,-0.007353,0.004787,0.004626,-0.006237
8.540,0.058086,0.048213,-0.029071,0.024372,0.019440,0.008407,-0.011522,0.005402,-0.007748,0.011741,-0.011147
8.550,0.065042,0.046442,-0.021792,0.018078,0.017140,0.017084,-0.015388,0.013705,-0.013190,0.005912,-0.002950
8.560,0.057417,0.039795,-0.009506,0.005953,0.006767,0.016398,-0.008430,0.010716,-0.006557,-0.006434,0.008716
8.570,0.033650,0.028969,0.004964,-0.008093,-0.006794,0.006724,0.004458,-0.001102,0.006078,-0.011688,0.010133
8.580,0.001003,0.015103,0.018294,-0.019528,-0.017155,-0.006635,0.014210,-0.012013,0.013149,-0.004057,-0.000365
8.590,-0.026649,-0.000350,0.027420,-0.024663,-0.019435,-0.016357,0.013967,-0.013025,0.008183,0.008046,-0.010434
8.600,-0.037673,-0.015766,0.030246,-0.021843,-0.012560,-0.017115,0.003899,-0.003305,-0.004274,0.011279,-0.008234
8.610,-0.030506,-0.029526,0.026122,-0.011976,0.000230,-0.008493,-0.008911,0.009138,-0.012819,0.002079,0.003649
8.620,-0.013941,-0.040187,0.015997,0.001755,0.012912,0.004784,-0.015453,0.014052,-0.009629,-0.009413,0.011241
8.630,-0.000837,-0.046628,0.002196,0.014919,0.019512,0.015439,-0.011126,0.007388,0.002376,-0.010528,0.005615
8.640,-0.001240,-0.048173,-0.012110,0.023270,0.016921,0.017632,0.001028,-0.005364,0.012205,-0.000038,-0.006613
8.650,-0.018602,-0.044660,-0.023633,0.024115,0.006360,0.010162,0.012459,-0.013696,0.010862,0.010495,-0.011065
8.660,-0.048170,-0.036459,-0.029726,0.017181,-0.007198,-0.002878,0.015126,-0.010743,-0.000425,0.009458,-0.002506
8.670,-0.076532,-0.024429,-0.028989,0.004704,-0.017365,-0.014341,0.007153,0.001062,-0.011323,-0.002005,0.009000
8.680,-0.085062,-0.009834,-0.021592,-0.009291,-0.019352,-0.017943,-0.005851,0.011992,-0.011855,-0.011258,0.009923
8.690,-0.059821,0.005793,-0.009233,-0.020288,-0.012224,-0.011712,-0.014739,0.013041,-0.001535,-0.008100,-0.000823
8.700,-0.003420,0.020812,0.005247,-0.024740,0.000662,0.000938,-0.013260,0.003345,0.010190,0.003987,-0.010601
8.710,0.062058,0.033646,0.018521,-0.021212,0.013236,0.013074,-0.002453,-0.009107,0.012587,0.011679,-0.007914
8.720,0.107328,0.042947,0.027540,-0.010841,0.019576,0.018045,0.010079,-0.014055,0.003462,0.006496,0.004079
8.730,0.115512,0.047739,0.030231,0.003028,0.016695,0.013125,0.015522,-0.007422,-0.008833,-0.005848,0.011275
8.740,0.092175,0.047518,0.025976,0.015919,0.005950,0.001012,0.010046,0.005326,-0.013042,-0.011745,0.005213
8.750,0.056688,0.042309,0.015753,0.023675,-0.007598,-0.011655,-0.002496,0.013686,-0.005312,-0.004695,-0.006979
8.760,0.024193,0.032657,0.001910,0.023794,-0.017566,-0.017935,-0.013282,0.010769,0.007281,0.007531,-0.010965
8.770,-0.003345,0.019576,-0.012372,0.016237,-0.019261,-0.014386,-0.014726,-0.001021,0.013208,0.011455,-0.002057
8.780,-0.029478,0.004440,-0.023811,0.003442,-0.011882,-0.002951,-0.005811,-0.011970,0.007044,0.002752,0.009269
8.790,-0.050934,-0.011162,-0.029779,-0.010463,0.001093,0.010100,0.007191,-0.013056,-0.005568,-0.008985,0.009696
8.800,-0.057749,-0.025592,-0.028905,-0.020993,0.013553,0.017616,0.015135,-0.003385,-0.013083,-0.010817,-0.001279
8.810,-0.046957,-0.037336,-0.021390,-0.024751,0.019630,0.015477,0.012433,0.009076,-0.008622,-0.000725,-0.010750
8.820,-0.031965,-0.045159,-0.008960,-0.020524,0.016460,0.004856,0.000985,0.014058,0.003733,0.010167,-0.007581
8.830,-0.031954,-0.048241,0.005529,-0.009677,0.005537,-0.008427,-0.011155,0.007457,0.012670,0.009850,0.004503
8.840,-0.049065,-0.046257,0.018747,0.004293,-0.007994,-0.017091,-0.015449,-0.005288,0.010009,-0.001325,0.011291
8.850,-0.059634,-0.039417,0.027658,0.016877,-0.017760,-0.016388,-0.008876,-0.013676,-0.001815,-0.011039,0.004803
8.860,-0.034820,-0.028439,0.030214,0.024017,-0.019160,-0.006704,0.003941,-0.010796,-0.011977,-0.008585,-0.007333
8.870,0.026162,-0.014474,0.025828,0.023410,-0.011535,0.006655,0.013986,0.000980,-0.011175,0.003334,-0.010846
8.880,0.085628,0.001010,0.015507,0.015250,0.001523,0.016367,0.014193,0.011948,-0.000143,0.011577,-0.001605
8.890,0.096245,0.016389,0.001624,0.002171,0.013864,0.017108,0.004417,0.013071,0.011020,0.007058,0.009523
8.900,0.045217,0.030046,-0.012633,-0.011608,0.019674,0.008473,-0.008466,0.003424,0.012095,-0.005241,0.009453
8.910,-0.029506,0.040549,-0.023987,-0.021643,0.016217,-0.004806,-0.015394,-0.009045,0.002098,-0.011763,-0.001733
8.920,-0.069633,0.046794,-0.029830,-0.024696,0.005121,-0.015451,-0.011493,-0.014061,-0.009820,-0.005317,-0.010881
8.930,-0.046481,0.048126,-0.028818,-0.019782,-0.008387,-0.017628,0.000492,-0.007492,-0.012748,0.006990,-0.007235
8.940,0.016530,0.044406,-0.021186,-0.008487,-0.017945,-0.010143,0.012131,0.005251,-0.004007,0.011592,0.004919
8.950,0.068743,0.036022,-0.008685,0.005546,-0.019050,0.002900,0.015237,0.013666,0.008403,0.003415,0.011289
8.960,0.078055,0.023857,0.005811,0.017790,-0.011182,0.014354,0.007625,0.010822,0.013120,-0.008526,0.004384
8.970,0.053141,0.009187,0.018972,0.024295,0.001953,0.017941,-0.005350,-0.000940,0.005827,-0.011068,-0.007675
8.980,0.024743,-0.006448,0.027773,0.022963,0.014168,0.011695,-0.014562,-0.011927,-0.006800,-0.001409,-0.010710
8.990,0.010593,-0.021406,0.030194,0.014223,0.019709,-0.000960,-0.013531,-0.013087,-0.013202,0.009804,-0.001151
9.000,0.001339,-0.034116,0.025677,0.000895,0.015967,-0.013090,-0.002982,-0.003464,-0.007518,0.010209,0.009761
9.010,-0.021766,-0.043244,0.015260,-0.012722,0.004703,-0.018045,0.009665,0.009013,0.005048,-0.000640,0.009195
9.020,-0.061012,-0.047832,0.001337,-0.022235,-0.008776,-0.013110,0.015513,0.014064,0.012993,-0.010783,-0.002184
9.030,-0.096992,-0.047398,-0.012893,-0.024575,-0.018121,-0.000990,0.010449,0.007526,0.009044,-0.009040,-0.010995
9.040,-0.106963,-0.041987,-0.024161,-0.018987,-0.018931,0.011672,-0.001965,-0.005213,-0.003184,0.002669,-0.006877
9.050,-0.084593,-0.032168,-0.029877,-0.007274,-0.010823,0.017938,-0.012997,-0.013656,-0.012498,0.011435,0.005327
9.060,-0.041402,-0.018971,-0.028729,0.006785,0.002382,0.014372,-0.014887,-0.010848,-0.010370,0.007596,0.011267
9.070,0.006474,-0.003782,-0.020980,0.018655,0.014466,0.002930,-0.006305,0.000899,0.001250,-0.004617,0.003959
9.080,0.048115,0.011803,-0.008410,0.024508,0.019735,-0.010119,0.006711,0.011905,0.011726,-0.011740,-0.008005
9.090,0.075883,0.026150,0.006092,0.022454,0.015709,-0.017621,0.015007,0.013102,0.011468,-0.005921,-0.010556
9.100,0.081611,0.037751,0.019194,0.013157,0.004283,-0.015466,0.012747,0.003503,0.000711,0.006425,-0.000694
9.110,0.062409,0.045388,0.027886,-0.000384,-0.009160,-0.004835,0.001520,-0.008982,-0.010696,0.011689,0.009984
9.120,0.030622,0.048260,0.030171,-0.013802,-0.018289,0.008447,-0.010776,-0.014066,-0.012312,0.004067,0.008922
9.130,0.010738,0.046064,0.025524,-0.022767,-0.018802,0.017098,-0.015492,-0.007561,-0.002657,-0.008038,-0.002631
9.140,0.018498,0.039032,0.015012,-0.024388,-0.010460,0.016379,-0.009311,0.005175,0.009431,-0.011282,-0.011090
9.150,0.041658,0.027902,0.001051,-0.018141,0.002810,0.006683,0.003419,0.013646,0.012885,-0.002089,-0.006508
9.160,0.047024,0.013843,-0.013152,-0.006043,0.014756,-0.006676,0.013744,0.010874,0.004544,0.009407,0.005726
9.170,0.012725,-0.001670,-0.024333,0.008005,0.019752,-0.016376,0.014402,-0.000858,-0.007957,0.010533,0.011228
9.180,-0.045672,-0.017008,-0.029923,0.019471,0.015443,-0.017101,0.004928,-0.011883,-0.013173,0.000048,0.003527
9.190,-0.085406,-0.030560,-0.028637,0.024655,0.003861,-0.008453,-0.008011,-0.013117,-0.006331,-0.010490,-0.008321
9.200,-0.076903,-0.040903,-0.020772,0.021886,-0.009541,0.004827,-0.015316,-0.003543,0.006307,-0.009464,-0.010384
9.210,-0.033982,-0.046952,-0.008135,0.012057,-0.018448,0.015462,-0.011847,0.008950,0.013171,0.001995,-0.000236
9.220,-0.000957,-0.048071,0.006372,-0.001662,-0.018665,0.017623,-0.000045,0.014069,0.007978,0.011255,0.010189
9.230,-0.007932,-0.044142,0.019415,-0.014845,-0.010091,0.010125,0.011789,0.007595,-0.004519,0.008107,0.008634
9.240,-0.040244,-0.035579,0.027997,-0.023239,0.003237,-0.002922,0.015330,-0.005137,-0.012879,-0.003977,-0.003074
9.250,-0.054441,-0.023281,0.030146,-0.024136,0.015040,-0.014367,0.008088,-0.013636,-0.009449,-0.011678,-0.011167
9.260,-0.024343,-0.008538,0.025369,-0.017247,0.019758,-0.017939,-0.004843,-0.010900,0.002630,-0.006505,-0.006129
9.270,0.031269,0.007102,0.014762,-0.004795,0.015170,-0.011678,-0.014368,0.000818,0.012302,0.005839,0.006116
9.280,0.068087,0.021996,0.000764,0.009205,0.003436,0.000983,-0.013786,0.011861,0.010712,0.011746,0.011169
9.290,0.061328,0.034580,-0.013409,0.020235,-0.009916,0.013105,-0.003507,0.013132,-0.000684,0.004705,0.003089
9.300,0.028436,0.043534,-0.024502,0.024737,-0.018598,0.018045,0.009239,0.003582,-0.011454,-0.007523,-0.008624
9.310,0.006962,0.047917,-0.029965,0.021259,-0.018519,0.013095,0.015486,-0.008919,-0.011739,-0.011457,-0.010196
9.320,0.013851,0.047268,-0.028543,0.010924,-0.009718,0.000968,0.010840,-0.014071,-0.001277,-0.002761,0.000222
9.330,0.030781,0.041657,-0.020563,-0.002936,0.003662,-0.011689,-0.001431,-0.007629,0.010353,0.008979,0.010378
9.340,0.029404,0.031672,-0.007858,-0.015848,0.015316,-0.017940,-0.012695,0.005099,0.012506,0.010821,0.008332
9.350,0.005792,0.018362,0.006652,-0.023648,0.019756,-0.014359,-0.015030,0.013626,0.003211,0.000735,-0.003512
9.360,-0.015358,0.003124,0.019634,-0.023820,0.014890,-0.002908,-0.006792,0.010926,-0.009024,-0.010162,-0.011226
9.370,-0.010644,-0.012443,0.028105,-0.016307,0.003011,0.010137,0.006223,-0.000777,-0.012998,-0.009856,-0.005739
9.380,0.012980,-0.026702,0.030118,-0.003534,-0.010287,0.017626,0.014861,-0.011839,-0.005073,0.001315,0.006496
9.390,0.023671,-0.038159,0.025211,0.010379,-0.018739,0.015455,0.013045,-0.013146,0.007496,0.011036,0.011093
9.400,-0.000833,-0.045608,0.014511,0.020944,-0.018364,0.004813,0.002053,-0.003622,0.013203,0.008591,0.002646
9.410,-0.047754,-0.048270,0.000478,0.024753,-0.009339,-0.008466,-0.010383,0.008887,0.006824,-0.003324,-0.008913
9.420,-0.080784,-0.045863,-0.013666,0.020576,0.004085,-0.017106,-0.015516,0.014073,-0.005802,-0.011575,-0.009991
9.430,-0.075907,-0.038640,-0.024669,0.009762,0.015585,-0.016370,-0.009735,0.007664,-0.013117,-0.007066,0.000679
9.440,-0.043293,-0.027361,-0.030005,-0.004201,0.019744,-0.006662,0.002894,-0.005061,-0.008423,0.005232,0.010550
9.450,-0.013534,-0.013209,-0.028446,-0.016809,0.014603,0.006696,0.013487,-0.013615,0.003981,0.011763,0.008016
9.460,-0.005283,0.002330,-0.020351,-0.023995,0.002583,0.016385,0.014593,-0.010951,0.012741,0.005326,-0.003945
9.470,-0.009195,0.017625,-0.007581,-0.023440,-0.010653,0.017094,0.005434,0.000736,0.009838,-0.006982,-0.011266
9.480,-0.002496,0.031068,0.006932,-0.015323,-0.018872,0.008434,-0.007547,0.011817,-0.002071,-0.011593,-0.005340
9.490,0.025087,0.041250,0.019852,-0.002264,-0.018201,-0.004848,-0.015220,0.013161,-0.012084,-0.003425,0.006865
9.500,0.062364,0.047101,0.028210,0.011526,-0.008957,-0.015473,-0.012187,0.003661,-0.011035,0.008519,0.010998
9.510,0.090528,0.048006,0.030087,0.021598,0.004506,-0.017618,-0.000581,-0.008856,0.000116,0.011072,0.002198
9.520,0.100115,0.043871,0.025051,0.024702,0.015846,-0.010107,0.011433,-0.014075,0.011161,0.001419,-0.009187
9.530,0.092022,0.035130,0.014259,0.019838,0.019723,0.002944,0.015405,-0.007698,0.011988,-0.009798,-0.009769
9.540,0.066482,0.022700,0.000191,0.008574,0.014309,0.014381,0.008541,0.005023,0.001842,-0.010214,0.001136
9.550,0.019219,0.007887,-0.013921,-0.005456,0.002155,0.017936,-0.004331,0.013605,-0.009991,0.000630,0.010705
9.560,-0.047058,-0.007754,-0.024835,-0.017726,-0.011014,0.011661,-0.014156,0.010977,-0.012678,0.010779,0.007686
9.570,-0.110703,-0.022581,-0.030042,-0.024277,-0.018995,-0.001005,-0.014024,-0.000695,-0.003759,0.009046,-0.004370
9.580,-0.138698,-0.035038,-0.028347,-0.022997,-0.018029,-0.013120,-0.004028,-0.011795,0.008601,-0.002659,-0.011288
9.590,-0.112518,-0.043815,-0.020138,-0.014298,-0.008570,-0.018045,0.008802,-0.013176,0.013087,-0.011433,-0.004932
9.600,-0.047484,-0.047992,-0.007303,-0.000987,0.004925,-0.013080,0.015440,-0.003700,0.005593,-0.007603,0.007223
9.610,0.016391,-0.047130,0.007211,0.012642,0.016100,-0.000946,0.011218,0.008824,-0.007021,0.004608,0.010885
9.620,0.045800,-0.041320,0.020067,0.022194,0.019692,0.011706,-0.000896,0.014077,-0.013208,0.011740,0.001747
9.630,0.038212,-0.031171,0.028313,0.024586,0.014008,0.017943,-0.012379,0.007732,-0.007303,0.005930,-0.009445
9.640,0.016620,-0.017749,0.030054,0.019046,0.001725,0.014345,-0.015155,-0.004984,0.005287,-0.006417,-0.009531
9.650,0.003377,-0.002464,0.024889,0.007363,-0.011370,0.002886,-0.007270,-0.013594,0.013037,-0.011690,0.001590
9.660,0.001469,0.013080,0.014005,-0.006696,-0.019109,-0.010155,0.005728,-0.011002,0.008853,-0.004076,0.010842
9.670,0.000374,0.027250,-0.000096,-0.018594,-0.017848,-0.017631,0.014697,0.000655,-0.003436,0.008031,0.007345
9.680,-0.004715,0.038560,-0.014175,-0.024495,-0.008179,-0.015443,0.013328,0.011772,-0.012579,0.011285,-0.004789
9.690,-0.004746,0.045820,-0.024997,-0.022493,0.005342,-0.004792,0.002584,0.013190,-0.010207,0.002099,-0.011291
9.700,0.011144,0.048270,-0.030076,-0.013236,0.016347,0.008486,-0.009978,0.003740,0.001508,-0.009401,-0.004516
9.710,0.039026,0.045652,-0.028245,0.000292,0.019652,0.017113,-0.015521,-0.008792,0.011844,-0.010537,0.007569
9.720,0.059910,0.038241,-0.019923,0.013725,0.013700,0.016361,-0.010147,-0.014079,0.011337,-0.000058,0.010754
9.730,0.057287,0.026814,-0.007024,0.022731,0.001295,0.006642,0.002365,-0.007766,0.000452,0.010486,0.001293
9.740,0.033122,0.012572,0.007489,0.024404,-0.011720,-0.006717,0.013213,0.004946,-0.010847,0.009470,-0.009688
9.750,0.004758,-0.002990,0.020281,0.018204,-0.019214,-0.016395,0.014767,0.013583,-0.012216,-0.001985,-0.009278
9.760,-0.013087,-0.018238,0.028413,0.006132,-0.017658,-0.017087,0.005934,0.011028,-0.002402,-0.011252,0.002042
9.770,-0.020900,-0.031571,0.030017,-0.007918,-0.007784,-0.008414,-0.007073,-0.000614,0.009610,-0.008115,0.010961
9.780,-0.028723,-0.041589,0.024724,-0.019414,0.005756,0.004870,-0.015105,-0.011750,0.012825,0.003968,0.006991
9.790,-0.041007,-0.047241,0.013751,-0.024647,0.016585,0.015485,-0.012512,-0.013204,0.004300,0.011676,-0.005200
9.800,-0.050851,-0.047933,-0.000383,-0.021929,0.019602,0.017613,-0.001117,-0.003779,-0.008162,0.006513,-0.011276
9.810,-0.049935,-0.043592,-0.014428,-0.012137,0.013386,0.010088,0.011063,0.008760,-0.013152,-0.005830,-0.004093
9.820,-0.040766,-0.034674,-0.025158,0.001570,0.000864,-0.002966,0.015462,0.014081,-0.006102,-0.011746,0.007903
9.830,-0.034701,-0.022115,-0.030108,0.014771,-0.012064,-0.014394,0.008984,0.007800,0.006534,-0.004714,0.010606
9.840,-0.036592,-0.007235,-0.028140,0.023207,-0.019310,-0.017934,-0.003813,-0.004908,0.013188,0.007515,0.000837
9.850,-0.034435,0.008405,-0.019706,0.024156,-0.017460,-0.011644,-0.013928,-0.013572,0.007770,0.011460,-0.009916
9.860,-0.008926,0.023163,-0.006745,0.017313,-0.007386,0.001027,-0.014246,-0.011053,-0.004761,0.002771,-0.009009
9.870,0.044058,0.035489,0.007766,0.004885,0.006168,0.013135,-0.004543,0.000573,-0.012934,-0.008972,0.002491
9.880,0.101376,0.044088,0.020493,-0.009119,0.016816,0.018045,0.008355,0.011727,-0.009266,-0.010825,0.011062
9.890,0.126356,0.048058,0.028511,-0.020181,0.019543,0.013064,0.015376,0.013219,0.002884,-0.000745,0.006625
9.900,0.098566,0.046983,0.029978,-0.024733,0.013065,0.000924,0.011582,0.003818,0.012394,0.010156,-0.005602
9.910,0.033026,0.040974,0.024558,-0.021307,0.000433,-0.011723,-0.000359,-0.008728,0.010558,0.009861,-0.011242
9.920,-0.029238,0.030664,0.013495,-0.011007,-0.012403,-0.017945,-0.012048,-0.014083,-0.000943,-0.001305,-0.003663
9.930,-0.051906,0.017134,-0.000669,0.002844,-0.019397,-0.014332,-0.015262,-0.007834,-0.011581,-0.011032,0.008224
9.940,-0.029862,0.001805,-0.014679,0.015777,-0.017254,-0.002864,-0.007740,0.004870,-0.011618,-0.008598,0.010440
9.950,0.009242,-0.013714,-0.025316,0.023621,-0.006984,0.010174,0.005226,0.013561,-0.001019,0.003314,0.000380
9.960,0.027680,-0.027793,-0.030137,0.023845,0.006576,0.017635,0.014516,0.011078,0.010512,0.011573,-0.010127
9.970,0.005693,-0.038953,-0.028033,0.016376,0.017038,0.015432,0.013595,-0.000532,0.012420,0.007074,-0.008726
9.980,-0.045563,-0.046024,-0.019488,0.003625,0.019475,0.004770,0.003112,-0.011704,0.002958,-0.005223,0.002936
9.990,-0.093413,-0.048262,-0.006465,-0.010295,0.012738,-0.008505,-0.009561,-0.013233,-0.009212,-0.011763,0.011145
10.000,-0.106805,-0.045433,0.008043,-0.020895,0.000001,-0.017120,-0.015508,-0.003858,-0.012949,-0.005335,0.006249
10.010,-0.076677,-0.037834,0.020703,-0.024754,-0.012736,-0.016351,-0.010547,0.008696,-0.004833,0.006974,-0.005995
10.020,-0.020349,-0.026263,0.028606,-0.020627,-0.019475,-0.006621,0.001833,0.014084,0.007708,0.011595,-0.011190
10.030,0.032046,-0.011934,0.029937,-0.009847,-0.017040,0.006738,0.012924,0.007868,0.013193,0.003434,-0.003227
10.040,0.058683,0.003648,0.024389,0.004110,-0.006579,0.016404,0.014924,-0.004831,0.006600,-0.008512,0.008531
10.050,0.058911,0.018847,0.013237,0.016741,0.006981,0.017080,0.006426,-0.013550,-0.006034,-0.011075,0.010257
10.060,0.048384,0.032067,-0.000956,0.023972,0.017253,0.008395,-0.006592,-0.011104,-0.013145,-0.001429,-0.000078
10.070,0.041735,0.041921,-0.014929,0.023469,0.019398,-0.004891,-0.014973,0.000491,-0.008222,0.009793,-0.010321
10.080,0.039083,0.047372,-0.025473,0.015396,0.012405,-0.015496,-0.012822,0.011682,0.004227,0.010219,-0.008428
10.090,0.029161,0.047850,-0.030163,0.002356,-0.000430,-0.017608,-0.001652,0.013247,0.012807,-0.000620,0.003376
10.100,0.005477,0.043304,-0.027923,-0.011444,-0.013063,-0.010070,0.010680,0.003897,0.009663,-0.010775,0.011210
10.110,-0.021846,0.034211,-0.019268,-0.021552,-0.019543,0.002988,0.015499,-0.008664,-0.002327,-0.009052,0.005863
10.120,-0.032361,0.021526,-0.006185,-0.024708,-0.016817,0.014408,0.009417,-0.014086,-0.012186,0.002650,-0.006378
10.130,-0.015002,0.006581,0.008319,-0.019893,-0.006170,0.017931,-0.003290,-0.007902,-0.010890,0.011431,-0.011119
10.140,0.018519,-0.009055,0.020911,-0.008661,0.007383,0.011627,-0.013682,0.004793,0.000376,0.007611,-0.002785
10.150,0.041345,-0.023740,0.028699,0.005365,0.017459,-0.001049,-0.014450,0.013539,0.011297,-0.004599,0.008824
10.160,0.034051,-0.035933,0.029893,0.017661,0.019311,-0.013151,-0.005054,0.011129,0.011877,-0.011739,0.010057
10.170,0.000703,-0.044353,0.024218,0.024259,0.012067,-0.018045,0.007898,-0.000451,0.001584,-0.005938,-0.000536
10.180,-0.036630,-0.048116,0.012979,0.023031,-0.000862,-0.013049,0.015294,-0.011659,-0.010159,0.006409,-0.010498
10.190,-0.058337,-0.046827,-0.001242,0.014374,-0.013384,-0.000902,0.011932,-0.013260,-0.012602,0.011691,-0.008116
10.200,-0.061955,-0.040622,-0.015178,0.001080,-0.019602,0.011740,0.000177,-0.003936,-0.003509,0.004086,0.003810
10.210,-0.058022,-0.030151,-0.025626,-0.012563,-0.016587,0.017947,-0.011702,0.008632,0.008796,-0.008024,0.011256
10.220,-0.054330,-0.016515,-0.030187,-0.022153,-0.005759,0.014318,-0.015350,0.014087,0.013049,-0.011288,0.005466
10.230,-0.046696,-0.001145,-0.027811,-0.024596,0.007782,0.002842,-0.008201,0.007935,0.005357,-0.002109,-0.006751
10.240,-0.025252,0.014346,-0.019046,-0.019105,0.017657,-0.010192,0.004717,-0.004755,-0.007240,0.009395,-0.011030
10.250,0.012334,0.028330,-0.005904,-0.007451,0.019215,-0.017640,0.014317,-0.013527,-0.013209,0.010542,-0.002339
10.260,0.055618,0.039340,0.008594,0.006607,0.011722,-0.015420,0.013846,-0.011154,-0.007086,0.000068,0.009102
10.270,0.088756,0.046219,0.021118,0.018533,-0.001292,-0.004749,0.003636,0.000410,0.005523,-0.010481,0.009840
10.280,0.101454,0.048245,0.028789,0.024481,-0.013698,0.008525,-0.009132,0.011636,0.013077,-0.009476,-0.000993
10.290,0.092833,0.045206,0.029846,0.022532,-0.019651,0.017127,-0.015477,0.013274,0.008659,0.001976,-0.010658
10.300,0.067586,0.037421,0.024045,0.013314,-0.016348,0.016342,-0.010934,0.003975,-0.003685,0.011249,-0.007791
10.310,0.031886,0.025706,0.012719,-0.000199,-0.005344,0.006601,0.001299,-0.008599,-0.012656,0.008122,0.004238
10.320,-0.006651,0.011293,-0.001529,-0.013648,0.008177,-0.006758,0.012619,-0.014088,-0.010041,-0.003959,0.011283
10.330,-0.038747,-0.004307,-0.015425,-0.022694,0.017846,-0.016413,0.015062,-0.007969,0.001766,-0.011675,0.005061
10.340,-0.057664,-0.019454,-0.025778,-0.024419,0.019110,-0.017072,0.006911,0.004716,0.011956,-0.006521,-0.007112
10.350,-0.064522,-0.032558,-0.030208,-0.018267,0.011372,-0.008375,-0.006102,0.013516,0.011201,0.005821,-0.010923
10.360,-0.066566,-0.042244,-0.027697,-0.006222,-0.001723,0.004912,-0.014822,0.011179,0.000193,0.011747,-0.001889
