################################################################
#  WORST-CASE GAMMA SEARCH                                     #
#                                                              #
#  For each N: sample diverse IC classes, measure gamma.       #
#  Report the MAXIMUM gamma found.                             #
#  If max gamma < 2 at all N: subcritical transfer.            #
################################################################

  N     IC_type          alpha  phase   t      gamma    max_eta   E_tot     Omega
  7     spectral_decay   2.0    2.3    0.0500   +1.036    3.6864  9.38e-01  1.07e+01
  7     spectral_decay   2.0    3.7    0.0000  -999.000    0.0000  9.82e-01  1.20e+01
  7     spectral_decay   2.0    3.7    0.0100   +1.090    0.5568  9.80e-01  1.19e+01
  7     spectral_decay   2.0    3.7    0.0500   +0.940    3.3157  9.68e-01  1.17e+01
  7     spectral_decay   3.0    0.3    0.0000  -999.000    0.0000  2.67e-01  9.68e-01
  7     spectral_decay   3.0    0.3    0.0100   +0.297    0.1715  2.67e-01  9.66e-01
  7     spectral_decay   3.0    0.3    0.0500   +0.291    1.0169  2.66e-01  9.56e-01
  7     spectral_decay   3.0    0.7    0.0000  -999.000    0.0000  3.24e-01  1.01e+00
  7     spectral_decay   3.0    0.7    0.0100   +0.415    0.3363  3.24e-01  1.00e+00
  7     spectral_decay   3.0    0.7    0.0500   +0.376    1.9221  3.23e-01  9.94e-01
  7     spectral_decay   3.0    1.1    0.0000  -999.000    0.0000  4.52e-01  1.16e+00
  7     spectral_decay   3.0    1.1    0.0100   -0.027    0.2744  4.52e-01  1.15e+00
  7     spectral_decay   3.0    1.1    0.0500   -0.033    1.5622  4.50e-01  1.14e+00
  7     spectral_decay   3.0    2.3    0.0000  -999.000    0.0000  2.65e-01  9.51e-01
  7     spectral_decay   3.0    2.3    0.0100   +0.008    0.2214  2.65e-01  9.49e-01
  7     spectral_decay   3.0    2.3    0.0500   +0.028    1.3001  2.64e-01  9.40e-01
  7     spectral_decay   3.0    3.7    0.0000  -999.000    0.0000  2.86e-01  9.82e-01
  7     spectral_decay   3.0    3.7    0.0100   +0.326    0.1862  2.86e-01  9.80e-01
  7     spectral_decay   3.0    3.7    0.0500   +0.266    1.1122  2.85e-01  9.69e-01
  7     flat_spectrum    0.0    0.3    0.0000  -999.000    0.0000  3.62e-01  1.18e+01
  7     flat_spectrum    0.0    0.3    0.0100   +0.532   10.5445  3.60e-01  1.17e+01
  7     flat_spectrum    0.0    0.3    0.0500   +0.473   58.5151  3.48e-01  1.13e+01
  7     flat_spectrum    0.0    0.7    0.0000  -999.000    0.0000  2.74e-01  8.59e+00
  7     flat_spectrum    0.0    0.7    0.0100   +1.352    7.2564  2.72e-01  8.52e+00
  7     flat_spectrum    0.0    0.7    0.0500   +1.343   40.6509  2.64e-01  8.22e+00
  7     flat_spectrum    0.0    1.1    0.0000  -999.000    0.0000  3.25e-01  1.05e+01
  7     flat_spectrum    0.0    1.1    0.0100   +1.557    5.0485  3.23e-01  1.04e+01
  7     flat_spectrum    0.0    1.1    0.0500   +1.563   28.5739  3.12e-01  1.00e+01
  7     flat_spectrum    0.0    2.3    0.0000  -999.000    0.0000  3.34e-01  1.08e+01
  7     flat_spectrum    0.0    2.3    0.0100   +2.023    3.1413  3.32e-01  1.08e+01
  7     flat_spectrum    0.0    2.3    0.0500   +2.003   17.8194  3.22e-01  1.04e+01
  7     flat_spectrum    0.0    3.7    0.0000  -999.000    0.0000  3.15e-01  9.91e+00
  7     flat_spectrum    0.0    3.7    0.0100   +1.611    4.3968  3.13e-01  9.84e+00
  7     flat_spectrum    0.0    3.7    0.0500   +1.641   24.8982  3.03e-01  9.50e+00
  7     single_shell_1   0.0    0.5    0.0000  -999.000    0.0000  6.55e-01  1.11e+00
  7     single_shell_1   0.0    0.5    0.0100  -19.847  4999.9078  6.55e-01  1.11e+00
  7     single_shell_1   0.0    0.5    0.0500  -12.840  831.7286  6.54e-01  1.11e+00
  7     single_shell_2   0.0    0.5    0.0000  -999.000    0.0000  5.38e+00  2.84e+01
  7     single_shell_2   0.0    0.5    0.0100   -2.808  19982.8394  5.37e+00  2.84e+01
  7     single_shell_2   0.0    0.5    0.0500   -0.766  3272.4303  5.34e+00  2.93e+01
  7     single_shell_3   0.0    0.5    0.0000  -999.000    0.0000  1.45e+01  1.45e+02
  7     single_shell_3   0.0    0.5    0.0100   +0.981  19966.0738  1.44e+01  1.46e+02
  7     single_shell_3   0.0    0.5    0.0500   +1.560  3213.0361  1.43e+01  1.61e+02
  7     single_shell_4   0.0    0.5    0.0000  -999.000    0.0000  2.65e+01  4.41e+02
  7     single_shell_4   0.0    0.5    0.0100   +2.808  19867.2029  2.64e+01  4.42e+02
  7     single_shell_4   0.0    0.5    0.0500   +2.753  2841.9229  2.60e+01  5.04e+02
  7     single_shell_5   0.0    0.5    0.0000  -999.000    0.0000  8.29e+01  2.21e+03
  7     single_shell_5   0.0    0.5    0.0100   +2.875  19559.7237  8.25e+01  2.20e+03
  7     single_shell_5   0.0    0.5    0.0500   +3.121  1588.6234  8.04e+01  2.24e+03
  7     single_shell_6   0.0    0.5    0.0000  -999.000    0.0000  9.29e+01  3.56e+03
  7     single_shell_6   0.0    0.5    0.0100   +3.454  19644.1610  9.23e+01  3.51e+03
  7     single_shell_6   0.0    0.5    0.0500   +3.414  2304.3605  8.91e+01  3.02e+03
  7     single_shell_7   0.0    0.5    0.0000  -999.000    0.0000  4.92e+01  2.26e+03
  7     single_shell_7   0.0    0.5    0.0100   +4.038  19853.3692  4.88e+01  2.23e+03
  7     single_shell_7   0.0    0.5    0.0500   +3.827  2973.0961  4.67e+01  1.92e+03
  7     random_phase     1.33   rnd    0.0000  -999.000    0.0000  4.93e-01  9.33e+00
  7     random_phase     0.90   rnd    0.0000  -999.000    0.0000  1.56e+00  3.85e+01
  7     random_phase     1.50   rnd    0.0000  -999.000    0.0000  3.13e-01  5.37e+00
  7     random_phase     1.07   rnd    0.0000  -999.000    0.0000  9.90e-01  2.23e+01
  7     random_phase     0.80   rnd    0.0000  -999.000    0.0000  2.39e+00  6.04e+01

  >>> N=7: WORST gamma = +4.0379 (from: shell=7 t=0.01)
  >>> N=7: WORST eta   = 19982.839444
  >>> N=7: gamma < 2?  **NO** (margin = -2.0379)

  8     spectral_decay   0.0    0.3    0.0000  -999.000    0.0000  4.72e+02  1.96e+04
  8     spectral_decay   0.0    0.3    0.0100   +2.083  5288.2684  4.69e+02  1.93e+04
  8     spectral_decay   0.0    0.3    0.0500   +2.114  836.7821  4.57e+02  1.78e+04
  8     spectral_decay   0.0    0.7    0.0000  -999.000    0.0000  4.82e+02  2.01e+04
  8     spectral_decay   0.0    0.7    0.0100   +2.021  2478.5859  4.79e+02  1.97e+04
  8     spectral_decay   0.0    0.7    0.0500   +1.821  2637.8993  4.66e+02  1.83e+04
  8     spectral_decay   0.0    1.1    0.0000  -999.000    0.0000  4.86e+02  2.05e+04
  8     spectral_decay   0.0    1.1    0.0100   +1.138  5628.3759  4.83e+02  2.01e+04
  8     spectral_decay   0.0    1.1    0.0500   +3.422  122.5551  4.70e+02  1.81e+04
  8     spectral_decay   0.0    2.3    0.0000  -999.000    0.0000  4.68e+02  1.92e+04
  8     spectral_decay   0.0    2.3    0.0100   +2.267  1696.9967  4.66e+02  1.89e+04
  8     spectral_decay   0.0    2.3    0.0500   +1.428  2939.0517  4.54e+02  1.76e+04
  8     spectral_decay   0.0    3.7    0.0000  -999.000    0.0000  4.95e+02  2.03e+04
  8     spectral_decay   0.0    3.7    0.0100   +2.490  1704.6504  4.92e+02  1.99e+04
  8     spectral_decay   0.0    3.7    0.0500   +1.888  1601.1769  4.79e+02  1.87e+04
  8     spectral_decay   0.5    0.3    0.0000  -999.000    0.0000  7.95e+01  2.98e+03
  8     spectral_decay   0.5    0.3    0.0100   +2.350  143.8010  7.89e+01  2.96e+03
  8     spectral_decay   0.5    0.3    0.0500   +2.599  536.8707  7.62e+01  2.88e+03
  8     spectral_decay   0.5    0.7    0.0000  -999.000    0.0000  8.15e+01  3.05e+03
  8     spectral_decay   0.5    0.7    0.0100   +1.733  151.9827  8.09e+01  3.02e+03
  8     spectral_decay   0.5    0.7    0.0500   +2.059  400.2343  7.81e+01  2.93e+03
  8     spectral_decay   0.5    1.1    0.0000  -999.000    0.0000  8.16e+01  3.09e+03
  8     spectral_decay   0.5    1.1    0.0100   +1.472  454.0790  8.10e+01  3.06e+03
  8     spectral_decay   0.5    1.1    0.0500   +2.616  130.4010  7.82e+01  2.97e+03
  8     spectral_decay   0.5    2.3    0.0000  -999.000    0.0000  7.96e+01  2.94e+03
  8     spectral_decay   0.5    2.3    0.0100   +2.045   84.3091  7.90e+01  2.91e+03
  8     spectral_decay   0.5    2.3    0.0500   +1.728  1172.3037  7.63e+01  2.90e+03
  8     spectral_decay   0.5    3.7    0.0000  -999.000    0.0000  8.38e+01  3.11e+03
  8     spectral_decay   0.5    3.7    0.0100   +2.505   90.6496  8.32e+01  3.08e+03
  8     spectral_decay   0.5    3.7    0.0500   +2.669  238.4468  8.04e+01  2.99e+03
  8     spectral_decay   1.0    0.3    0.0000  -999.000    0.0000  1.49e+01  4.72e+02
  8     spectral_decay   1.0    0.3    0.0100   +1.706   14.1810  1.48e+01  4.68e+02
  8     spectral_decay   1.0    0.3    0.0500   +2.030   68.7906  1.43e+01  4.60e+02
  8     spectral_decay   1.0    0.7    0.0000  -999.000    0.0000  1.55e+01  4.82e+02
  8     spectral_decay   1.0    0.7    0.0100   +1.976    9.0629  1.54e+01  4.78e+02
  8     spectral_decay   1.0    0.7    0.0500   +1.833   51.1906  1.49e+01  4.65e+02
  8     spectral_decay   1.0    1.1    0.0000  -999.000    0.0000  1.54e+01  4.86e+02
  8     spectral_decay   1.0    1.1    0.0100   +1.864    9.8474  1.53e+01  4.82e+02
  8     spectral_decay   1.0    1.1    0.0500   +2.555   38.7553  1.48e+01  4.71e+02
  8     spectral_decay   1.0    2.3    0.0000  -999.000    0.0000  1.51e+01  4.68e+02
  8     spectral_decay   1.0    2.3    0.0100   +1.058   32.0169  1.50e+01  4.65e+02
  8     spectral_decay   1.0    2.3    0.0500   +1.412  188.5231  1.45e+01  4.57e+02
  8     spectral_decay   1.0    3.7    0.0000  -999.000    0.0000  1.58e+01  4.95e+02
  8     spectral_decay   1.0    3.7    0.0100   +1.103   26.0751  1.57e+01  4.91e+02
  8     spectral_decay   1.0    3.7    0.0500   +1.327  118.8036  1.52e+01  4.79e+02
  8     spectral_decay   1.5    0.3    0.0000  -999.000    0.0000  3.39e+00  7.95e+01
  8     spectral_decay   1.5    0.3    0.0100   +1.290    2.9415  3.37e+00  7.89e+01
  8     spectral_decay   1.5    0.3    0.0500   +1.262   16.2342  3.30e+00  7.69e+01
  8     spectral_decay   1.5    0.7    0.0000  -999.000    0.0000  3.63e+00  8.15e+01
  8     spectral_decay   1.5    0.7    0.0100   +1.602    2.2383  3.62e+00  8.09e+01
  8     spectral_decay   1.5    0.7    0.0500   +1.575   13.0237  3.54e+00  7.86e+01
  8     spectral_decay   1.5    1.1    0.0000  -999.000    0.0000  3.57e+00  8.16e+01
  8     spectral_decay   1.5    1.1    0.0100   +1.260    1.8261  3.56e+00  8.10e+01
  8     spectral_decay   1.5    1.1    0.0500   +1.445   10.8669  3.48e+00  7.89e+01
  8     spectral_decay   1.5    2.3    0.0000  -999.000    0.0000  3.48e+00  7.96e+01
  8     spectral_decay   1.5    2.3    0.0100   +1.000    5.1743  3.46e+00  7.90e+01
  8     spectral_decay   1.5    2.3    0.0500   +1.101   29.5254  3.39e+00  7.71e+01
  8     spectral_decay   1.5    3.7    0.0000  -999.000    0.0000  3.64e+00  8.38e+01
  8     spectral_decay   1.5    3.7    0.0100   +1.098    4.4493  3.63e+00  8.32e+01
  8     spectral_decay   1.5    3.7    0.0500   +0.984   24.6453  3.55e+00  8.10e+01
  8     spectral_decay   2.0    0.3    0.0000  -999.000    0.0000  1.06e+00  1.49e+01
  8     spectral_decay   2.0    0.3    0.0100   +0.872    0.6752  1.06e+00  1.48e+01
  8     spectral_decay   2.0    0.3    0.0500   +0.506    3.9049  1.05e+00  1.44e+01
  8     spectral_decay   2.0    0.7    0.0000  -999.000    0.0000  1.20e+00  1.55e+01
  8     spectral_decay   2.0    0.7    0.0100   +0.956    0.5754  1.20e+00  1.54e+01
  8     spectral_decay   2.0    0.7    0.0500   +0.982    3.3722  1.18e+00  1.50e+01
  8     spectral_decay   2.0    1.1    0.0000  -999.000    0.0000  1.16e+00  1.54e+01
  8     spectral_decay   2.0    1.1    0.0100   +0.278    0.5398  1.16e+00  1.53e+01
  8     spectral_decay   2.0    1.1    0.0500   +0.767    3.2091  1.15e+00  1.49e+01
  8     spectral_decay   2.0    2.3    0.0000  -999.000    0.0000  1.12e+00  1.51e+01
  8     spectral_decay   2.0    2.3    0.0100   +0.699    0.8532  1.11e+00  1.50e+01
  8     spectral_decay   2.0    2.3    0.0500   +0.762    4.9590  1.10e+00  1.46e+01
  8     spectral_decay   2.0    3.7    0.0000  -999.000    0.0000  1.17e+00  1.58e+01
  8     spectral_decay   2.0    3.7    0.0100   +0.800    1.0306  1.17e+00  1.57e+01
  8     spectral_decay   2.0    3.7    0.0500   +0.683    6.0115  1.15e+00  1.53e+01
  8     spectral_decay   3.0    0.3    0.0000  -999.000    0.0000  3.24e-01  1.06e+00
  8     spectral_decay   3.0    0.3    0.0100   -0.640    0.1849  3.24e-01  1.06e+00
  8     spectral_decay   3.0    0.3    0.0500   -0.441    1.0426  3.23e-01  1.05e+00
  8     spectral_decay   3.0    0.7    0.0000  -999.000    0.0000  3.87e-01  1.20e+00
  8     spectral_decay   3.0    0.7    0.0100   -0.626    0.2362  3.87e-01  1.20e+00
  8     spectral_decay   3.0    0.7    0.0500   -0.671    1.3830  3.86e-01  1.19e+00
  8     spectral_decay   3.0    1.1    0.0000  -999.000    0.0000  3.66e-01  1.16e+00
  8     spectral_decay   3.0    1.1    0.0100   -0.190    0.1363  3.66e-01  1.16e+00
  8     spectral_decay   3.0    1.1    0.0500   -0.179    0.8207  3.65e-01  1.15e+00
  8     spectral_decay   3.0    2.3    0.0000  -999.000    0.0000  3.46e-01  1.12e+00
  8     spectral_decay   3.0    2.3    0.0100   -0.197    0.1132  3.46e-01  1.11e+00
  8     spectral_decay   3.0    2.3    0.0500   -0.192    0.7027  3.45e-01  1.10e+00
  8     spectral_decay   3.0    3.7    0.0000  -999.000    0.0000  3.68e-01  1.17e+00
  8     spectral_decay   3.0    3.7    0.0100   -0.760    0.1890  3.68e-01  1.17e+00
  8     spectral_decay   3.0    3.7    0.0500   -0.911    1.1282  3.67e-01  1.15e+00
  8     flat_spectrum    0.0    0.3    0.0000  -999.000    0.0000  5.58e-01  2.36e+01
  8     flat_spectrum    0.0    0.3    0.0100   +1.770   24.4167  5.54e-01  2.34e+01
  8     flat_spectrum    0.0    0.3    0.0500   +1.803  132.3599  5.31e-01  2.23e+01
  8     flat_spectrum    0.0    0.7    0.0000  -999.000    0.0000  5.28e-01  2.19e+01
  8     flat_spectrum    0.0    0.7    0.0100   +1.198    8.0166  5.24e-01  2.17e+01
  8     flat_spectrum    0.0    0.7    0.0500   +1.366   43.8687  5.03e-01  2.07e+01
  8     flat_spectrum    0.0    1.1    0.0000  -999.000    0.0000  5.15e-01  2.16e+01
  8     flat_spectrum    0.0    1.1    0.0100   +1.153   19.4910  5.11e-01  2.14e+01
  8     flat_spectrum    0.0    1.1    0.0500   +0.965  105.2870  4.90e-01  2.04e+01
  8     flat_spectrum    0.0    2.3    0.0000  -999.000    0.0000  5.15e-01  2.14e+01
  8     flat_spectrum    0.0    2.3    0.0100   +1.605   20.1495  5.11e-01  2.12e+01
  8     flat_spectrum    0.0    2.3    0.0500   +1.530  109.1033  4.90e-01  2.03e+01
  8     flat_spectrum    0.0    3.7    0.0000  -999.000    0.0000  5.01e-01  2.08e+01
  8     flat_spectrum    0.0    3.7    0.0100   +1.355   11.5707  4.97e-01  2.06e+01
  8     flat_spectrum    0.0    3.7    0.0500   +1.364   63.1349  4.77e-01  1.97e+01
  8     single_shell_1   0.0    0.5    0.0000  -999.000    0.0000  1.02e+00  1.81e+00
  8     single_shell_1   0.0    0.5    0.0100  -22.808  4999.8563  1.02e+00  1.81e+00
  8     single_shell_1   0.0    0.5    0.0500  -14.453  831.3206  1.02e+00  1.81e+00
  8     single_shell_2   0.0    0.5    0.0000  -999.000    0.0000  5.53e+00  2.88e+01
  8     single_shell_2   0.0    0.5    0.0100   -4.996  19985.9537  5.52e+00  2.88e+01
  8     single_shell_2   0.0    0.5    0.0500   -1.991  3293.6398  5.49e+00  2.94e+01
  8     single_shell_3   0.0    0.5    0.0000  -999.000    0.0000  1.08e+01  1.06e+02
  8     single_shell_3   0.0    0.5    0.0100   +0.123  19979.6768  1.07e+01  1.06e+02
  8     single_shell_3   0.0    0.5    0.0500   +1.271  3287.2052  1.06e+01  1.16e+02
  8     single_shell_4   0.0    0.5    0.0000  -999.000    0.0000  3.33e+01  5.63e+02
  8     single_shell_4   0.0    0.5    0.0100   +2.601  19939.9800  3.32e+01  5.68e+02
  8     single_shell_4   0.0    0.5    0.0500   +2.535  3118.5987  3.26e+01  7.32e+02
  8     single_shell_5   0.0    0.5    0.0000  -999.000    0.0000  7.76e+01  2.05e+03
  8     single_shell_5   0.0    0.5    0.0100   +3.339  19869.9532  7.72e+01  2.06e+03
  8     single_shell_5   0.0    0.5    0.0500   +3.148  2182.5747  7.51e+01  2.48e+03
  8     single_shell_6   0.0    0.5    0.0000  -999.000    0.0000  1.47e+02  5.64e+03
  8     single_shell_6   0.0    0.5    0.0100   +3.403  20050.2380  1.46e+02  5.57e+03
  8     single_shell_6   0.0    0.5    0.0500   +3.216  1802.0870  1.41e+02  5.42e+03
  8     single_shell_7   0.0    0.5    0.0000  -999.000    0.0000  1.69e+02  8.54e+03
  8     single_shell_7   0.0    0.5    0.0100   +3.266  19027.8138  1.67e+02  8.33e+03
  8     single_shell_7   0.0    0.5    0.0500   +2.902  2132.2411  1.61e+02  6.60e+03
  8     single_shell_8   0.0    0.5    0.0000  -999.000    0.0000  6.84e+01  4.12e+03
  8     single_shell_8   0.0    0.5    0.0100   +3.644  19477.7324  6.76e+01  4.04e+03
  8     single_shell_8   0.0    0.5    0.0500   +3.949  1629.6787  6.40e+01  3.19e+03
  8     random_phase     1.31   rnd    0.0000  -999.000    0.0000  6.88e-01  1.81e+01
  8     random_phase     0.91   rnd    0.0000  -999.000    0.0000  2.18e+00  7.03e+01
  8     random_phase     1.14   rnd    0.0000  -999.000    0.0000  1.05e+00  3.34e+01
  8     random_phase     1.62   rnd    0.0000  -999.000    0.0000  2.96e-01  5.77e+00
  8     random_phase     1.66   rnd    0.0000  -999.000    0.0000  2.44e-01  5.30e+00

  >>> N=8: WORST gamma = +3.9491 (from: shell=8 t=0.05)
  >>> N=8: WORST eta   = 20050.237963
  >>> N=8: gamma < 2?  **NO** (margin = -1.9491)

################################################################
#  INTERPRETATION                                              #
#                                                              #
#  If gamma < 2 at every N for EVERY IC class tested:         #
#  the subcritical bound holds across the sampled space.       #
#  The margin (2 - gamma) quantifies robustness.              #
#                                                              #
#  If gamma DECREASES with N: monotonicity supports the       #
#  computer-assisted proof strategy (verify small N,           #
#  prove monotonicity analytically for large N).              #
################################################################
